ID,Title,Author,Price ($),Stock
35608,Odyssey [Izdanie 2022],Homer,6.53,69
35609,Mahabharata [Izdanie 2022],Vyasa,17.50,100
35610,Ramayana [Izdanie 2022],Valmiki,9.92,84
35611,Tao Te Ching [Izdanie 2022],Laozi,4.43,9
35612,The Art of War [Izdanie 2022],Sun Tzu,4.08,53
35613,The Republic [Izdanie 2022],Plato,5.60,12
35614,Poetics [Izdanie 2022],Aristotle,4.90,45
35615,Nicomachean Ethics [Izdanie 2022],Aristotle,5.72,28
35616,Aeneid [Izdanie 2022],Virgil,5.95,86
35617,Metamorphoses [Izdanie 2022],Ovid,6.18,64
35618,Meditations [Izdanie 2022],Marcus Aurelius,4.55,10
35619,Commentaries on the Gallic War [Izdanie 2022],Julius Caesar,5.13,12
35620,Annals [Izdanie 2022],Tacitus,7.00,50
35621,Confessions [Izdanie 2022],Augustine of Hippo,5.48,100
35622,The City of God [Izdanie 2022],Augustine of Hippo,10.38,65
35623,Shahnameh [Izdanie 2022],Ferdowsi,12.83,83
35624,Primary Chronicle [Izdanie 2022],Nestor the Chronicler,6.07,25
35625,Slovo o polku Igoreve [Izdanie 2022],Unknown,3.50,88
35626,The Divine Comedy [Izdanie 2022],Dante Alighieri,8.75,59
35627,Dekameron [Izdanie 2022],Dzhovanni Bokkachcho,7.93,11
35628,Kenterberiyskie rasskazy [Izdanie 2022],Dzheffri Choser,7.23,3
35629,Pokhvala gluposti [Izdanie 2022],Erazm Rotterdamskiy,4.78,31
35630,Gosudar [Izdanie 2022],Nikkolo Makiavelli,4.43,2
35631,Utopiya [Izdanie 2022],Tomas Mor,4.20,63
35632,Gargantyua i Pantagryuel [Izdanie 2022],Fransua Rable,9.22,26
35633,Opyty [Izdanie 2022],Mishel de Monten,9.92,60
35634,Don Kikhot [Izdanie 2022],Migel de Servantes,10.38,16
35635,Hamlet [Izdanie 2022],William Shakespeare,4.08,48
35636,Romeo i Dzhuletta [Izdanie 2022],William Shakespeare,3.73,7
35637,Makbet [Izdanie 2022],William Shakespeare,3.85,60
35638,Korol Lir [Izdanie 2022],William Shakespeare,3.97,88
35639,Otello [Izdanie 2022],William Shakespeare,3.85,21
35640,Sonety [Izdanie 2022],William Shakespeare,3.38,99
35641,Poteryannyy ray [Izdanie 2022],Dzhon Milton,6.77,98
35642,Zhizn est son [Izdanie 2022],Pedro Kalderon,4.32,0
35643,Tartyuf [Izdanie 2022],Moler,3.62,12
35644,Meshchanin vo dvoryanstve [Izdanie 2022],Moler,3.50,35
35645,Mysli [Izdanie 2022],Blez Paskal,5.37,68
35646,Priklyucheniya Robinzona Kruzo [Izdanie 2022],Daniel Defo,5.25,78
35647,Puteshestviya Gullivera [Izdanie 2022],Dzhonatan Svift,5.60,54
35648,"Zadig, ili Sudba [Izdanie 2022]",Volter,4.08,61
35649,"Kandid, ili Optimizm [Izdanie 2022]",Volter,3.97,70
35650,Obshchestvennyy dogovor [Izdanie 2022],Zhan-Zhak Russo,4.90,91
35651,Confessions [Izdanie 2022],Zhan-Zhak Russo,6.42,2
35652,Issledovanie o prirode i prichinakh bogatstva narodov [Izdanie 2022],Adam Smit,11.43,71
35653,Kritika chistogo razuma [Izdanie 2022],Immanuil Kant,10.73,17
35654,Stradaniya molodogo Vertera [Izdanie 2022],Iogann Volfgang fon Gyote,4.43,49
35655,Faust [Izdanie 2022],Iogann Volfgang fon Gyote,7.58,93
35656,Razboyniki [Izdanie 2022],Fridrikh Shiller,4.20,35
35657,Puteshestvie iz Peterburga v Moskvu [Izdanie 2022],Aleksandr Radishchev,4.55,73
35658,Eugene Onegin [Izdanie 2022],Alexander Pushkin,4.67,26
35659,Kapitanskaya dochka [Izdanie 2022],Alexander Pushkin,4.08,15
35660,Pikovaya dama [Izdanie 2022],Alexander Pushkin,3.27,16
35661,Mednyy vsadnik [Izdanie 2022],Alexander Pushkin,2.92,15
35662,Boris Godunov [Izdanie 2022],Alexander Pushkin,3.73,36
35663,Geroy nashego vremeni [Izdanie 2022],Mikhail Lermontov,4.43,50
35664,Mtsyri [Izdanie 2022],Mikhail Lermontov,3.15,100
35665,Demon [Izdanie 2022],Mikhail Lermontov,3.03,25
35666,Revizor [Izdanie 2022],Nikolai Gogol,4.08,75
35667,Dead Souls [Izdanie 2022],Nikolai Gogol,5.60,98
35668,Shinel [Izdanie 2022],Nikolai Gogol,3.38,38
35669,Taras Bulba [Izdanie 2022],Nikolai Gogol,3.97,100
35670,Fathers and Sons [Izdanie 2022],Ivan Turgenev,4.90,98
35671,Zapiski okhotnika [Izdanie 2022],Ivan Turgenev,5.25,56
35672,Dvoryanskoe gnezdo [Izdanie 2022],Ivan Turgenev,4.55,50
35673,Oblomov [Izdanie 2022],Ivan Goncharov,6.07,23
35674,Crime and Punishment [Izdanie 2022],Fyodor Dostoevsky,6.77,41
35675,Idiot [Izdanie 2022],Fyodor Dostoevsky,7.23,82
35676,Bratya Karamazovy [Izdanie 2022],Fyodor Dostoevsky,8.75,35
35677,Besy [Izdanie 2022],Fyodor Dostoevsky,7.93,18
35678,Zapiski iz podpolya [Izdanie 2022],Fyodor Dostoevsky,4.43,95
35679,Igrok [Izdanie 2022],Fyodor Dostoevsky,4.20,74
35680,War and Peace [Izdanie 2022],Leo Tolstoy,14.00,81
35681,Anna Karenina [Izdanie 2022],Leo Tolstoy,9.10,21
35682,Voskresenie [Izdanie 2022],Leo Tolstoy,6.42,49
35683,Smert Ivana Ilicha [Izdanie 2022],Leo Tolstoy,3.62,89
35684,Kreytserova sonata [Izdanie 2022],Leo Tolstoy,3.73,37
35685,Groza [Izdanie 2022],Aleksandr Ostrovskiy,3.73,44
35686,Bespridannitsa [Izdanie 2022],Aleksandr Ostrovskiy,3.85,96
35687,Levsha [Izdanie 2022],Nikolay Leskov,3.38,51
35688,Ocharovannyy strannik [Izdanie 2022],Nikolay Leskov,3.97,26
35689,Komu na Rusi zhit khorosho [Izdanie 2022],Nikolay Nekrasov,4.43,24
35690,Palata № 6 [Izdanie 2022],Anton Chekhov,3.62,76
35691,Vishnevyy sad [Izdanie 2022],Anton Chekhov,3.85,13
35692,Chayka [Izdanie 2022],Anton Chekhov,3.73,58
35693,Dyadya Vanya [Izdanie 2022],Anton Chekhov,3.62,17
35694,Tri sestry [Izdanie 2022],Anton Chekhov,3.73,95
35695,Dama s sobachkoy [Izdanie 2022],Anton Chekhov,3.38,74
35696,Pride and Prejudice [Izdanie 2022],Jane Austen,5.25,75
35697,Razum i chuvstva [Izdanie 2022],Jane Austen,5.13,80
35698,Frankenshteyn [Izdanie 2022],Meri Shelli,4.90,38
35699,"Frankenshteyn, ili Sovremennyy Prometey [Izdanie 2022]",Meri Shelli,5.02,1
35700,Ayvengo [Izdanie 2022],Valter Skott,5.72,27
35701,Krasnoe i chernoe [Izdanie 2022],Stendal,6.53,50
35702,Parmskaya obitel [Izdanie 2022],Stendal,6.77,73
35703,Otets Gorio [Izdanie 2022],Onore de Balzak,5.60,33
35704,Evgeniya Grande [Izdanie 2022],Onore de Balzak,5.25,64
35705,The Count of Monte Cristo [Izdanie 2022],Alexandre Dumas,10.38,85
35706,Tri mushketera [Izdanie 2022],Alexandre Dumas,7.58,10
35707,Dvadtsat let spustya [Izdanie 2022],Alexandre Dumas,7.82,85
35708,Sobor Parizhskoy Bogomateri [Izdanie 2022],Victor Hugo,6.77,14
35709,Les Miserables [Izdanie 2022],Victor Hugo,11.08,23
35710,"Chelovek, kotoryy smeetsya [Izdanie 2022]",Victor Hugo,6.88,82
35711,Dzheyn Eyr [Izdanie 2022],Sharlotta Bronte,5.60,52
35712,Grozovoy pereval [Izdanie 2022],Emili Bronte,5.48,89
35713,Yarmarka tshcheslaviya [Izdanie 2022],Uilyam Tekkerey,8.05,49
35714,Oliver Twist [Izdanie 2022],Charles Dickens,5.72,91
35715,David Kopperfild [Izdanie 2022],Charles Dickens,7.93,37
35716,Povest o dvukh gorodakh [Izdanie 2022],Charles Dickens,5.95,72
35717,Bolshie nadezhdy [Izdanie 2022],Charles Dickens,6.07,58
35718,Rozhdestvenskaya pesnya [Izdanie 2022],Charles Dickens,3.73,11
35719,Moby-Dick [Izdanie 2022],Herman Melville,7.12,79
35720,Madam Bovari [Izdanie 2022],Gyustav Flober,5.72,52
35721,Prestuplenie abbata Mure [Izdanie 2022],Emil Zolya,5.37,57
35722,Zherminal [Izdanie 2022],Emil Zolya,6.18,86
35723,Zapadnya [Izdanie 2022],Emil Zolya,5.95,3
35724,The Picture of Dorian Gray [Izdanie 2022],Oscar Wilde,4.90,52
35725,Kak vazhno byt sereznym [Izdanie 2022],Oscar Wilde,3.62,87
35726,The Adventures of Tom Sawyer [Izdanie 2022],Mark Twain,4.55,70
35727,Priklyucheniya Geklberri Finna [Izdanie 2022],Mark Twain,4.78,28
35728,Yanki iz Konnektikuta pri dvore korolya Artura [Izdanie 2022],Mark Twain,5.02,27
35729,Drakula [Izdanie 2022],Brem Stoker,5.60,42
35730,Mashina vremeni [Izdanie 2022],Gerbert Uells,4.20,28
35731,Chelovek-nevidimka [Izdanie 2022],Gerbert Uells,4.32,76
35732,Voyna mirov [Izdanie 2022],Gerbert Uells,4.55,14
35733,Etyud v bagrovykh tonakh [Izdanie 2022],Arthur Conan Doyle,4.08,4
35734,Sobaka Baskerviley [Izdanie 2022],Arthur Conan Doyle,4.43,13
35735,The Adventures of Sherlock Holmes [Izdanie 2022],Arthur Conan Doyle,5.72,49
35736,Martin Iden [Izdanie 2022],Dzhek London,5.60,13
35737,Zov predkov [Izdanie 2022],Dzhek London,3.97,21
35738,Belyy Klyk [Izdanie 2022],Dzhek London,4.20,44
35739,Uliss [Izdanie 2022],Dzheyms Dzhoys,9.92,100
35740,Dublintsy [Izdanie 2022],Dzheyms Dzhoys,4.78,98
35741,Portret khudozhnika v yunosti [Izdanie 2022],Dzheyms Dzhoys,5.37,73
35742,Protsess [Izdanie 2022],Franz Kafka,5.02,3
35743,Zamok [Izdanie 2022],Franz Kafka,5.25,14
35744,The Metamorphosis [Izdanie 2022],Franz Kafka,3.73,51
35745,V poiskakh utrachennogo vremeni [Izdanie 2022],Marsel Prust,16.33,99
35746,Volshebnaya gora [Izdanie 2022],Tomas Mann,9.10,91
35747,Buddenbroki [Izdanie 2022],Tomas Mann,8.40,31
35748,Smert v Venetsii [Izdanie 2022],Tomas Mann,3.85,72
35749,Stepnoy volk [Izdanie 2022],German Gesse,5.13,77
35750,Igra v biser [Izdanie 2022],German Gesse,6.88,34
35751,Siddkhartkha [Izdanie 2022],German Gesse,4.08,93
35752,The Great Gatsby [Izdanie 2022],Frensis Skott Fitsdzherald,4.78,74
35753,Noch nezhna [Izdanie 2022],Frensis Skott Fitsdzherald,5.37,4
35754,"Proshchay, oruzhie! [Izdanie 2022]",Ernest Hemingway,5.13,97
35755,Po komu zvonit kolokol [Izdanie 2022],Ernest Hemingway,6.30,96
35756,Starik i more [Izdanie 2022],Ernest Hemingway,4.08,10
35757,A Moveable Feast [Izdanie 2022],Ernest Hemingway,4.78,24
35758,The Sound and the Fury [Izdanie 2022],William Faulkner,5.72,28
35759,As I Lay Dying [Izdanie 2022],William Faulkner,5.02,29
35760,On the Road [Izdanie 2022],John Steinbeck,4.90,34
35761,The Grapes of Wrath [Izdanie 2022],John Steinbeck,6.77,34
35762,Of Mice and Men [Izdanie 2022],John Steinbeck,3.85,27
35763,All Quiet on the Western Front [Izdanie 2022],Erich Maria Remarque,5.25,60
35764,Three Comrades [Izdanie 2022],Erich Maria Remarque,5.72,85
35765,Arch of Triumph [Izdanie 2022],Erich Maria Remarque,6.07,53
35766,The Black Obelisk [Izdanie 2022],Erich Maria Remarque,5.95,61
35767,Heaven Has No Favorites [Izdanie 2022],Erich Maria Remarque,5.37,84
35768,The Master and Margarita [Izdanie 2022],Mikhail Bulgakov,6.42,26
35769,Heart of a Dog [Izdanie 2022],Mikhail Bulgakov,4.08,87
35770,The White Guard [Izdanie 2022],Mikhail Bulgakov,5.02,35
35771,The Fatal Eggs [Izdanie 2022],Mikhail Bulgakov,3.62,68
35772,And Quiet Flows the Don [Izdanie 2022],Mikhail Sholokhov,11.43,12
35773,Fate of a Man [Izdanie 2022],Mikhail Sholokhov,3.50,36
35774,Doctor Zhivago [Izdanie 2022],Boris Pasternak,7.23,5
35775,We [Izdanie 2022],Yevgeny Zamyatin,4.55,72
35776,The Twelve Chairs [Izdanie 2022],"Ilya Ilf, Yevgeny Petrov",5.60,69
35777,Zolotoy telenok [Izdanie 2022],"Ilya Ilf, Yevgeny Petrov",5.72,88
35778,Kotlovan [Izdanie 2022],Andrey Platonov,4.43,33
35779,Chevengur [Izdanie 2022],Andrey Platonov,6.07,11
35780,Odin den Ivana Denisovicha [Izdanie 2022],Aleksandr Solzhenitsyn,4.08,93
35781,Arkhipelag GULAG [Izdanie 2022],Aleksandr Solzhenitsyn,12.83,7
35782,Rakovyy korpus [Izdanie 2022],Aleksandr Solzhenitsyn,6.77,9
35783,Moskva — Petushki [Izdanie 2022],Venedikt Erofeev,4.20,55
35784,Zapovednik [Izdanie 2022],Sergey Dovlatov,4.32,63
35785,Chemodan [Izdanie 2022],Sergey Dovlatov,4.08,76
35786,Solo na undervude [Izdanie 2022],Sergey Dovlatov,3.73,27
35787,1984 [Izdanie 2022],George Orwell,4.90,4
35788,Skotnyy dvor [Izdanie 2022],George Orwell,3.62,9
35789,Brave New World [Izdanie 2022],Aldous Huxley,5.02,32
35790,451 gradus po Farengeytu [Izdanie 2022],Ray Bradbury,4.78,69
35791,Marsianskie khroniki [Izdanie 2022],Ray Bradbury,5.13,11
35792,Vino iz oduvanchikov [Izdanie 2022],Ray Bradbury,4.90,13
35793,The Catcher in the Rye [Izdanie 2022],Dzh. D. Selindzher,4.55,51
35794,Povelitel mukh [Izdanie 2022],Uilyam Golding,4.67,1
35795,To Kill a Mockingbird [Izdanie 2022],Harper Lee,5.37,36
35796,Zavodnoy apelsin [Izdanie 2022],Entoni Byordzhess,4.78,74
35797,Proletaya nad gnezdom kukushki [Izdanie 2022],Ken Kizi,5.48,83
35798,Boynya nomer pyat [Izdanie 2022],Kurt Vonnegut,4.78,90
35799,Kolybel dlya koshki [Izdanie 2022],Kurt Vonnegut,4.67,75
35800,One Hundred Years of Solitude [Izdanie 2022],Gabriel Garcia Marquez,6.18,84
35801,Lyubov vo vremya chumy [Izdanie 2022],Gabriel Garcia Marquez,5.95,84
35802,Khronika obyavlennoy smerti [Izdanie 2022],Gabriel Garcia Marquez,3.97,10
35803,Igra v klassiki [Izdanie 2022],Khulio Kortasar,6.53,98
35804,Vymysly [Izdanie 2022],Khorkhe Luis Borkhes,4.90,3
35805,Alef [Izdanie 2022],Khorkhe Luis Borkhes,4.78,6
35806,Pedofil (Lolita) [Izdanie 2022],Vladimir Nabokov,5.72,39
35807,Zashchita Luzhina [Izdanie 2022],Vladimir Nabokov,5.02,83
35808,Priglashenie na kazn [Izdanie 2022],Vladimir Nabokov,4.90,20
35809,"Khobbit, ili Tuda i obratno [Izdanie 2022]",Dzh. R. R. Tolkin,5.25,4
35810,Vlastelin kolets: Bratstvo Koltsa [Izdanie 2022],Dzh. R. R. Tolkin,7.23,19
35811,Vlastelin kolets: Dve kreposti [Izdanie 2022],Dzh. R. R. Tolkin,7.23,67
35812,Vlastelin kolets: Vozvrashchenie korolya [Izdanie 2022],Dzh. R. R. Tolkin,7.58,71
35813,Silmarillion [Izdanie 2022],Dzh. R. R. Tolkin,6.77,53
35814,"Khroniki Narnii: Lev, koldunya i platyanoy shkaf [Izdanie 2022]",K. S. Lyuis,4.55,53
35815,Dyuna [Izdanie 2022],Frenk Gerbert,7.93,15
35816,Messiya Dyuny [Izdanie 2022],Frenk Gerbert,6.07,51
35817,Deti Dyuny [Izdanie 2022],Frenk Gerbert,6.42,69
35818,Osnovanie [Izdanie 2022],Ayzek Azimov,5.60,4
35819,"Ya, Robot [Izdanie 2022]",Ayzek Azimov,4.90,95
35820,Solyaris [Izdanie 2022],Stanislav Lem,5.02,9
35821,Nepobedimyy [Izdanie 2022],Stanislav Lem,4.78,79
35822,Piknik na obochine [Izdanie 2022],Arkadiy i Boris Strugatskie,4.90,77
35823,Trudno byt bogom [Izdanie 2022],Arkadiy i Boris Strugatskie,4.55,5
35824,Ponedelnik nachinaetsya v subbotu [Izdanie 2022],Arkadiy i Boris Strugatskie,4.78,31
35825,Obitaemyy ostrov [Izdanie 2022],Arkadiy i Boris Strugatskie,5.37,37
35826,Avtostopom po galaktike [Izdanie 2022],Duglas Adams,4.43,18
35827,Neyromant [Izdanie 2022],Uilyam Gibson,5.25,15
35828,Mechtayut li androidy ob elektroovtsakh? [Izdanie 2022],Filip K. Dik,4.90,98
35829,Chelovek v vysokom zamke [Izdanie 2022],Filip K. Dik,5.13,25
35830,Garri Potter i filosofskiy kamen [Izdanie 2022],Dzh. K. Rouling,6.42,33
35831,Garri Potter i Taynaya komnata [Izdanie 2022],Dzh. K. Rouling,6.53,64
35832,Garri Potter i uznik Azkabana [Izdanie 2022],Dzh. K. Rouling,6.77,95
35833,Garri Potter i Kubok ognya [Izdanie 2022],Dzh. K. Rouling,8.05,42
35834,Garri Potter i Orden Feniksa [Izdanie 2022],Dzh. K. Rouling,8.75,38
35835,Garri Potter i Prints-polukrovka [Izdanie 2022],Dzh. K. Rouling,8.28,70
35836,Garri Potter i Dary Smerti [Izdanie 2022],Dzh. K. Rouling,9.10,33
35837,Igra prestolov [Izdanie 2022],Dzhordzh R. R. Martin,8.40,19
35838,Bitva koroley [Izdanie 2022],Dzhordzh R. R. Martin,8.63,7
35839,Burya mechey [Izdanie 2022],Dzhordzh R. R. Martin,9.45,26
35840,Pir stervyatnikov [Izdanie 2022],Dzhordzh R. R. Martin,9.10,40
35841,Tanets s drakonami [Izdanie 2022],Dzhordzh R. R. Martin,9.92,25
35842,Vedmak: Poslednee zhelanie [Izdanie 2022],Andzhey Sapkovskiy,5.60,9
35843,Vedmak: Mech Prednaznacheniya [Izdanie 2022],Andzhey Sapkovskiy,5.72,54
35844,Vedmak: Krov elfov [Izdanie 2022],Andzhey Sapkovskiy,5.95,7
35845,Kladbishche domashnikh zhivotnykh [Izdanie 2022],Stiven King,6.07,89
35846,Siyanie [Izdanie 2022],Stiven King,6.42,61
35847,Ono [Izdanie 2022],Stiven King,10.38,72
35848,Temnaya bashnya: Strelok [Izdanie 2022],Stiven King,5.60,85
35849,Zelenaya milya [Izdanie 2022],Stiven King,5.95,12
35850,11/22/63 [Izdanie 2022],Stiven King,9.22,62
35851,Kod da Vinchi [Izdanie 2022],Den Braun,5.72,75
35852,Angely i demony [Izdanie 2022],Den Braun,5.60,12
35853,Inferno [Izdanie 2022],Den Braun,6.07,26
35854,Alkhimik [Izdanie 2022],Paulo Koelo,4.43,69
35855,Ten vetra [Izdanie 2022],Karlos Ruis Safon,6.30,48
35856,Tsvety dlya Eldzhernona [Izdanie 2022],Deniel Kiz,5.25,7
35857,Mnozhestvennye umy Billi Milligana [Izdanie 2022],Deniel Kiz,5.95,10
35858,Shantaram [Izdanie 2022],Gregori Devid Roberts,9.10,41
35859,"Esh, molis, lyubi [Izdanie 2022]",Elizabet Gilbert,5.13,100
35860,Begushchiy za vetrom [Izdanie 2022],Khaled Khosseyni,5.72,61
35861,Tysyacha siyayushchikh solntsa [Izdanie 2022],Khaled Khosseyni,5.95,12
35862,Oblachnyy atlas [Izdanie 2022],Devid Mitchell,6.53,89
35863,Zadacha trekh tel [Izdanie 2022],Lyu Tsysin,6.88,11
35864,Tyomnyy les [Izdanie 2022],Lyu Tsysin,7.23,63
35865,Vechnaya zhizn Smerti [Izdanie 2022],Lyu Tsysin,7.93,14
35866,Klara i Solntse [Izdanie 2022],Kadzuo Isiguro,6.07,26
35867,Ne otpuskay menya [Izdanie 2022],Kadzuo Isiguro,5.60,17
35868,Ostatok dnya [Izdanie 2022],Kadzuo Isiguro,5.48,100
35869,Okhota na ovets [Izdanie 2022],Kharuki Murakami,5.72,90
35870,Norvezhskiy les [Izdanie 2022],Kharuki Murakami,5.60,12
35871,Kafka na plyazhe [Izdanie 2022],Kharuki Murakami,6.42,74
35872,1Q84 [Izdanie 2022],Kharuki Murakami,8.40,87
35873,S.N.U.F.F. [Izdanie 2022],Viktor Pelevin,5.95,39
35874,Generation «P» [Izdanie 2022],Viktor Pelevin,5.37,2
35875,Chapaev i Pustota [Izdanie 2022],Viktor Pelevin,5.60,17
35876,Lavr [Izdanie 2022],Evgeniy Vodolazkin,6.18,38
35877,Aviator [Izdanie 2022],Evgeniy Vodolazkin,5.95,59
35878,Zuleykha otkryvaet glaza [Izdanie 2022],Guzel Yakhina,6.07,85
35879,Deti moi [Izdanie 2022],Guzel Yakhina,6.30,0
35880,Eshelon na Samarkand [Izdanie 2022],Guzel Yakhina,6.42,20
35881,The Bible [Izdanie 2023],Holy Scripture,14.67,66
35882,Epic of Gilgamesh [Izdanie 2023],Unknown,5.50,71
35883,Iliad [Izdanie 2023],Homer,6.72,83
35884,Odyssey [Izdanie 2023],Homer,6.84,11
35885,Mahabharata [Izdanie 2023],Vyasa,18.33,37
35886,Ramayana [Izdanie 2023],Valmiki,10.39,11
35887,Tao Te Ching [Izdanie 2023],Laozi,4.64,15
35888,The Art of War [Izdanie 2023],Sun Tzu,4.28,16
35889,The Republic [Izdanie 2023],Plato,5.87,68
35890,Poetics [Izdanie 2023],Aristotle,5.13,58
35891,Nicomachean Ethics [Izdanie 2023],Aristotle,5.99,80
35892,Aeneid [Izdanie 2023],Virgil,6.23,38
35893,Metamorphoses [Izdanie 2023],Ovid,6.48,40
35894,Meditations [Izdanie 2023],Marcus Aurelius,4.77,17
35895,Commentaries on the Gallic War [Izdanie 2023],Julius Caesar,5.38,62
35896,Annals [Izdanie 2023],Tacitus,7.33,89
35897,Confessions [Izdanie 2023],Augustine of Hippo,5.74,9
35898,The City of God [Izdanie 2023],Augustine of Hippo,10.88,98
35899,Shahnameh [Izdanie 2023],Ferdowsi,13.44,77
35900,Primary Chronicle [Izdanie 2023],Nestor the Chronicler,6.36,27
35901,Slovo o polku Igoreve [Izdanie 2023],Unknown,3.67,55
35902,The Divine Comedy [Izdanie 2023],Dante Alighieri,9.17,60
35903,Dekameron [Izdanie 2023],Dzhovanni Bokkachcho,8.31,65
35904,Kenterberiyskie rasskazy [Izdanie 2023],Dzheffri Choser,7.58,47
35905,Pokhvala gluposti [Izdanie 2023],Erazm Rotterdamskiy,5.01,62
35906,Gosudar [Izdanie 2023],Nikkolo Makiavelli,4.64,48
35907,Utopiya [Izdanie 2023],Tomas Mor,4.40,37
35908,Gargantyua i Pantagryuel [Izdanie 2023],Fransua Rable,9.66,54
35909,Opyty [Izdanie 2023],Mishel de Monten,10.39,24
35910,Don Kikhot [Izdanie 2023],Migel de Servantes,10.88,77
35911,Hamlet [Izdanie 2023],William Shakespeare,4.28,9
35912,Romeo i Dzhuletta [Izdanie 2023],William Shakespeare,3.91,30
35913,Makbet [Izdanie 2023],William Shakespeare,4.03,70
35914,Korol Lir [Izdanie 2023],William Shakespeare,4.16,100
35915,Otello [Izdanie 2023],William Shakespeare,4.03,10
35916,Sonety [Izdanie 2023],William Shakespeare,3.54,4
35917,Poteryannyy ray [Izdanie 2023],Dzhon Milton,7.09,81
35918,Zhizn est son [Izdanie 2023],Pedro Kalderon,4.52,63
35919,Tartyuf [Izdanie 2023],Moler,3.79,38
35920,Meshchanin vo dvoryanstve [Izdanie 2023],Moler,3.67,78
35921,Mysli [Izdanie 2023],Blez Paskal,5.62,14
35922,Priklyucheniya Robinzona Kruzo [Izdanie 2023],Daniel Defo,5.50,84
35923,Puteshestviya Gullivera [Izdanie 2023],Dzhonatan Svift,5.87,48
35924,"Zadig, ili Sudba [Izdanie 2023]",Volter,4.28,15
35925,"Kandid, ili Optimizm [Izdanie 2023]",Volter,4.16,100
35926,Obshchestvennyy dogovor [Izdanie 2023],Zhan-Zhak Russo,5.13,73
35927,Confessions [Izdanie 2023],Zhan-Zhak Russo,6.72,36
35928,Issledovanie o prirode i prichinakh bogatstva narodov [Izdanie 2023],Adam Smit,11.98,21
35929,Kritika chistogo razuma [Izdanie 2023],Immanuil Kant,11.24,31
35930,Stradaniya molodogo Vertera [Izdanie 2023],Iogann Volfgang fon Gyote,4.64,82
35931,Faust [Izdanie 2023],Iogann Volfgang fon Gyote,7.94,19
35932,Razboyniki [Izdanie 2023],Fridrikh Shiller,4.40,15
35933,Puteshestvie iz Peterburga v Moskvu [Izdanie 2023],Aleksandr Radishchev,4.77,44
35934,Eugene Onegin [Izdanie 2023],Alexander Pushkin,4.89,36
35935,Kapitanskaya dochka [Izdanie 2023],Alexander Pushkin,4.28,6
35936,Pikovaya dama [Izdanie 2023],Alexander Pushkin,3.42,9
35937,Mednyy vsadnik [Izdanie 2023],Alexander Pushkin,3.06,90
35938,Boris Godunov [Izdanie 2023],Alexander Pushkin,3.91,30
35939,Geroy nashego vremeni [Izdanie 2023],Mikhail Lermontov,4.64,10
35940,Mtsyri [Izdanie 2023],Mikhail Lermontov,3.30,42
35941,Demon [Izdanie 2023],Mikhail Lermontov,3.18,27
35942,Revizor [Izdanie 2023],Nikolai Gogol,4.28,42
35943,Dead Souls [Izdanie 2023],Nikolai Gogol,5.87,6
35944,Shinel [Izdanie 2023],Nikolai Gogol,3.54,52
35945,Taras Bulba [Izdanie 2023],Nikolai Gogol,4.16,76
35946,Fathers and Sons [Izdanie 2023],Ivan Turgenev,5.13,84
35947,Zapiski okhotnika [Izdanie 2023],Ivan Turgenev,5.50,55
35948,Dvoryanskoe gnezdo [Izdanie 2023],Ivan Turgenev,4.77,84
35949,Oblomov [Izdanie 2023],Ivan Goncharov,6.36,23
35950,Crime and Punishment [Izdanie 2023],Fyodor Dostoevsky,7.09,49
35951,Idiot [Izdanie 2023],Fyodor Dostoevsky,7.58,8
35952,Bratya Karamazovy [Izdanie 2023],Fyodor Dostoevsky,9.17,52
35953,Besy [Izdanie 2023],Fyodor Dostoevsky,8.31,70
35954,Zapiski iz podpolya [Izdanie 2023],Fyodor Dostoevsky,4.64,32
35955,Igrok [Izdanie 2023],Fyodor Dostoevsky,4.40,44
35956,War and Peace [Izdanie 2023],Leo Tolstoy,14.67,43
35957,Anna Karenina [Izdanie 2023],Leo Tolstoy,9.53,21
35958,Voskresenie [Izdanie 2023],Leo Tolstoy,6.72,41
35959,Smert Ivana Ilicha [Izdanie 2023],Leo Tolstoy,3.79,22
35960,Kreytserova sonata [Izdanie 2023],Leo Tolstoy,3.91,96
35961,Groza [Izdanie 2023],Aleksandr Ostrovskiy,3.91,83
35962,Bespridannitsa [Izdanie 2023],Aleksandr Ostrovskiy,4.03,63
35963,Levsha [Izdanie 2023],Nikolay Leskov,3.54,94
35964,Ocharovannyy strannik [Izdanie 2023],Nikolay Leskov,4.16,39
35965,Komu na Rusi zhit khorosho [Izdanie 2023],Nikolay Nekrasov,4.64,9
35966,Palata № 6 [Izdanie 2023],Anton Chekhov,3.79,0
35967,Vishnevyy sad [Izdanie 2023],Anton Chekhov,4.03,17
35968,Chayka [Izdanie 2023],Anton Chekhov,3.91,81
35969,Dyadya Vanya [Izdanie 2023],Anton Chekhov,3.79,46
35970,Tri sestry [Izdanie 2023],Anton Chekhov,3.91,36
35971,Dama s sobachkoy [Izdanie 2023],Anton Chekhov,3.54,62
35972,Pride and Prejudice [Izdanie 2023],Jane Austen,5.50,92
35973,Razum i chuvstva [Izdanie 2023],Jane Austen,5.38,8
35974,Frankenshteyn [Izdanie 2023],Meri Shelli,5.13,90
35975,"Frankenshteyn, ili Sovremennyy Prometey [Izdanie 2023]",Meri Shelli,5.26,59
35976,Ayvengo [Izdanie 2023],Valter Skott,5.99,74
